Employee_ID,Name,Age,Department,Salary,Joining_Date,Experience_Years,Performance_Rating,Location
E1358,Matthew Green,48,Sales,34027,16/06/2022,5,Excellent,Los Angeles
E1359,Daniel Gonzales,29,HR,107105,06/09/2024,38,Excellent,San Francisco
E1360,Christopher Livingston,31,Operations,69983,10/10/2022,14,Poor,New York
E1361,Miss Lisa Koch,60,Operations,103106,14/06/2019,30,Good,New York
E1362,Tracy Davis,31,HR,57696,22/04/2024,18,Excellent,New York
E1363,Kimberly Smith,24,Sales,61989,07/10/2024,17,Poor,Chicago
E1364,Steven Rivera,43,Marketing,45384,22/11/2017,10,Good,New York
E1365,Samuel Allen,52,HR,61177,07/11/2018,6,Average,Chicago
E1366,Brandon Krueger,40,HR,30107,10/01/2019,13,Excellent,Chicago
E1367,Donna Todd,42,Sales,90381,18/10/2015,1,Average,Houston
E1368,Nathan Smith,52,Operations,92582,09/02/2016,35,Average,Chicago
E1369,Nathan Moore,48,Sales,38328,20/09/2017,28,Poor,Houston
E1370,Elizabeth Martinez,39,Finance,86344,02/02/2024,40,Good,Chicago
E1371,Brianna Martinez,52,IT,99236,28/07/2018,40,Poor,Houston
E1372,Jesus Holmes,60,Finance,85306,14/12/2017,32,Average,Houston
E1373,Eric Taylor,35,Marketing,70940,31/01/2020,17,Poor,Chicago
E1374,Nicholas Sanchez,47,HR,37408,17/05/2018,14,Excellent,Houston
E1375,Mary Schmitt,59,Marketing,60369,07/12/2024,32,Poor,Houston
E1376,Steven Harris,33,Sales,112043,28/04/2015,6,Good,Chicago
E1377,Stephen Ward,28,Marketing,102784,12/02/2025,9,Average,Los Angeles
E1378,Chris Le,45,Sales,73529,09/04/2020,23,Poor,Chicago
E1379,Robert Golden,40,IT,113312,03/07/2021,20,Average,New York
E1380,Christopher Wolfe,24,Sales,85363,27/12/2016,18,Poor,Houston
E1381,Gail Duffy,38,Marketing,111876,09/05/2020,38,Good,San Francisco
E1382,Brandon Costa,55,Operations,102679,21/08/2020,3,Poor,New York
E1383,Cassandra Clark,38,Finance,88287,17/10/2019,6,Excellent,Los Angeles
E1384,Sarah Raymond,42,HR,66406,12/09/2022,22,Good,Houston
E1385,Robert Smith,54,HR,119300,12/03/2017,34,Good,New York
E1386,Christine Gonzalez,59,HR,50170,13/03/2019,2,Poor,Chicago
E1387,Max Smith,28,Finance,92807,12/02/2020,23,Average,Chicago
E1388,Jeffrey Jackson,23,Operations,77417,16/09/2019,35,Good,Houston
E1389,Kevin Massey,30,Sales,92225,20/05/2015,11,Poor,San Francisco
E1390,Joseph Jimenez,26,Marketing,38127,27/03/2021,30,Average,Chicago
E1391,Dana Reynolds,47,HR,87876,22/08/2024,35,Good,New York
E1392,James Weaver,37,Marketing,61072,10/11/2021,8,Average,New York
E1393,Michael Barker,24,Marketing,46295,24/04/2018,5,Poor,New York
E1394,Meghan Williams,53,Operations,102328,31/05/2023,10,Average,New York
E1395,Lisa Hendricks,43,Operations,60360,20/12/2023,12,Excellent,Los Angeles
E1396,Nicholas Vazquez,44,Sales,55097,30/12/2022,16,Excellent,Chicago
E1397,Isaac Morales,53,Operations,93432,28/09/2016,21,Average,Houston
E1398,Matthew Morrow,51,Finance,93282,04/01/2022,32,Poor,Los Angeles
E1399,Emily West,60,IT,76474,14/06/2021,3,Poor,Chicago
E1400,Nicole Gonzales DDS,24,Operations,59790,25/03/2022,14,Good,Los Angeles
E1401,Andrew Chang,24,Operations,84371,25/06/2015,34,Average,Chicago
E1402,James Stone,53,HR,103456,28/08/2017,2,Average,Chicago
E1403,Brenda Velazquez,33,Marketing,66911,23/05/2016,33,Excellent,New York
E1404,Jeffrey Stewart,51,IT,113719,11/11/2018,27,Poor,Houston
E1405,Jason Sanchez III,28,Sales,68841,04/09/2015,15,Good,Houston
E1406,Michael Tran,60,HR,64649,04/08/2018,12,Excellent,Houston
E1407,Benjamin Collins,60,HR,49871,07/03/2023,31,Poor,Chicago
E1408,Joshua Hayden,29,HR,32374,08/08/2021,26,Poor,Chicago
E1409,Brian Flores,51,Operations,38502,02/09/2016,34,Good,San Francisco
E1410,Jennifer Eaton,36,Marketing,55928,16/08/2024,15,Poor,Chicago
E1411,Karen Richards,50,IT,58619,10/05/2016,27,Poor,New York
E1412,Dale Foster,53,IT,111014,26/08/2015,29,Good,San Francisco
E1413,Christopher Gilbert,22,Marketing,84048,27/07/2015,21,Good,San Francisco
E1414,Linda Cook,44,HR,56330,18/07/2019,34,Good,Chicago
E1415,Kevin Mullins,57,Operations,52925,29/11/2017,24,Poor,Los Angeles
E1416,Dana Bond,24,Finance,72530,22/12/2015,21,Poor,Chicago
E1417,Carrie Mills,29,HR,55057,05/04/2016,27,Good,New York
E1418,Teresa Patel,56,Sales,40696,08/05/2021,23,Poor,San Francisco
E1419,Ralph Evans,30,Sales,75138,14/09/2020,40,Poor,San Francisco
E1420,Michelle Love,25,Marketing,31040,27/11/2023,4,Poor,Houston
E1421,Kenneth Anderson,33,Finance,97200,20/01/2020,38,Good,San Francisco
E1422,Angel Coleman,43,Marketing,83666,15/08/2019,11,Poor,New York
E1423,Elizabeth Davidson,46,HR,78500,07/02/2017,24,Good,Chicago
E1424,Kenneth Martinez,34,Sales,74485,07/12/2024,9,Poor,Houston
E1425,Carlos Ross,24,Sales,41135,10/05/2022,35,Excellent,Chicago
E1426,Jeffrey Chan,24,Sales,113282,29/04/2019,15,Good,Houston
E1427,Brett Fletcher,39,Finance,80721,23/03/2023,5,Excellent,Houston
E1428,Andrew Garcia,54,Sales,46415,02/11/2017,24,Excellent,Los Angeles
E1429,Sandra Atkins,59,IT,104750,18/07/2021,11,Average,Houston
E1430,Donald Livingston,44,Marketing,117144,13/01/2019,6,Average,New York
E1431,Thomas Jones,45,Sales,99691,22/02/2018,10,Excellent,Chicago
E1432,David Adams,30,Marketing,107077,04/06/2015,24,Poor,Los Angeles
E1433,Brian Spencer,59,Finance,60596,11/08/2021,16,Average,New York
E1434,Ebony Ware,27,IT,107287,13/10/2023,8,Average,Los Angeles
E1435,Erin Stewart,47,Sales,83405,17/12/2017,35,Excellent,Houston
E1436,Stacey Jones,56,Marketing,44105,17/04/2017,23,Good,San Francisco
E1437,Heather Miller,27,HR,101052,09/11/2019,11,Good,New York
E1438,Monica Mendez,43,Marketing,51330,19/07/2020,35,Good,Chicago
E1439,Jason Mccoy,44,Finance,118921,04/03/2019,31,Excellent,San Francisco
E1440,Sonya Ayala,49,Marketing,30025,29/11/2023,1,Excellent,Houston
E1441,Matthew Gray,32,Finance,40202,01/12/2021,28,Poor,Los Angeles
E1442,Brenda Norris,51,Operations,98314,01/06/2023,29,Poor,New York
E1443,Zachary Campbell,58,Finance,80566,25/08/2019,21,Good,San Francisco
E1444,Julie Pena,60,IT,100726,01/09/2016,29,Average,Chicago
E1445,Justin Eaton,26,Sales,87169,19/10/2024,8,Average,San Francisco
E1446,Neil Patel,34,Marketing,102593,05/07/2017,2,Good,Houston
E1447,Tammy Garcia,22,Finance,102637,24/06/2017,40,Excellent,Los Angeles
E1448,Nicole Davis,26,Marketing,41494,29/11/2022,9,Good,Los Angeles
E1449,Michelle West,30,Sales,114554,21/06/2023,25,Excellent,San Francisco
E1450,Ashlee Smith,47,HR,109600,08/06/2018,21,Excellent,Houston
E1451,Carl Watkins,22,Marketing,77859,06/04/2020,26,Poor,Chicago
E1452,Courtney Ramirez,32,Operations,55313,23/10/2016,13,Poor,Houston
E1453,Jessica Pierce,41,Operations,107804,25/09/2018,38,Excellent,Los Angeles
E1454,Cheryl Tucker,60,Marketing,40400,26/11/2021,7,Average,New York
E1455,Sharon Carroll,60,IT,103694,17/09/2015,39,Good,Houston
E1456,Gerald Carter,44,Finance,45209,06/12/2015,25,Poor,San Francisco
E1457,Phillip Bryant,52,Sales,69866,02/03/2019,14,Excellent,San Francisco
E1458,William Peterson,34,Finance,49820,20/03/2021,38,Average,Chicago
E1459,Darrell Jackson,39,HR,114969,15/09/2015,15,Good,Houston
E1460,Brittany Bright,35,IT,82919,27/05/2021,40,Average,San Francisco
E1461,Patricia Griffith,43,Marketing,102115,25/11/2023,33,Average,San Francisco
E1462,Pamela Simmons,25,Sales,61585,06/09/2021,6,Excellent,San Francisco
E1463,Thomas Perez,38,Operations,95955,25/09/2019,35,Excellent,Chicago
E1464,Scott Miller,56,HR,97428,21/03/2024,22,Poor,San Francisco
E1465,Heidi Reed,49,Sales,80156,27/05/2016,5,Excellent,Chicago
E1466,Sara Gentry,51,HR,102772,17/12/2023,27,Average,New York
E1467,Jeffrey Mason,56,HR,110739,18/01/2024,13,Average,Chicago
E1468,Kristen Barnes,23,Marketing,94252,27/05/2023,27,Poor,San Francisco
E1469,Zachary Smith,29,Finance,86175,06/02/2018,36,Poor,New York
E1470,Kathryn Wagner,47,Sales,109367,06/02/2017,27,Good,Los Angeles
E1471,Antonio Saunders,58,Finance,60693,20/02/2020,11,Average,Houston
E1472,Kristen Sanders,29,Sales,31551,21/04/2017,3,Good,Los Angeles
E1473,Kim Kaufman,34,IT,102820,02/07/2016,6,Excellent,New York
E1474,Kyle Patterson,41,Marketing,38699,01/11/2017,25,Good,San Francisco
E1475,Rebecca Fowler,46,Marketing,104044,24/05/2024,23,Average,Los Angeles
E1476,Melissa Guzman,27,Marketing,119107,26/11/2018,10,Excellent,Chicago
E1477,Emily Smith,44,IT,34813,14/01/2021,3,Poor,New York
E1478,John Morgan,50,Sales,73877,12/03/2016,18,Excellent,New York
E1479,Melissa Mullins,41,Marketing,113531,08/09/2024,30,Poor,Houston
E1480,Frank Luna,45,Operations,33193,03/11/2023,30,Excellent,Chicago
E1481,Lawrence Williams,56,Sales,101302,26/10/2020,28,Excellent,San Francisco
E1482,Jose Duran,27,HR,35543,21/06/2015,28,Excellent,San Francisco
E1483,Jessica Hoffman,23,HR,51810,31/03/2015,7,Excellent,Los Angeles
E1484,Anthony Crane,33,IT,78310,13/12/2017,5,Poor,Los Angeles
E1485,Samuel Moss,45,HR,110212,13/01/2016,12,Good,Los Angeles
E1486,Edward Rodriguez DDS,50,Sales,32147,19/03/2016,36,Good,Houston
E1487,Anna Smith,38,HR,105441,12/09/2022,5,Excellent,Houston
E1488,Laura Brown,53,IT,30739,20/06/2022,28,Excellent,Houston
E1489,Alexis Lowe,40,Sales,114921,01/12/2018,12,Excellent,Houston
E1490,Christina Richardson,22,Operations,67906,05/03/2019,24,Excellent,New York
E1491,Destiny Johnson,58,IT,106833,08/08/2015,18,Excellent,Los Angeles
E1492,Angelica Ramirez,58,Operations,35548,14/02/2023,16,Poor,Houston
E1493,Sarah Harris,55,Marketing,76856,15/05/2018,7,Good,Houston
E1494,James Williams,58,HR,40533,17/09/2024,5,Good,Chicago
E1495,Scott Cruz,48,Sales,68417,09/05/2021,10,Excellent,Los Angeles
E1496,Mr. Jimmy Wallace,48,HR,66587,12/01/2017,9,Poor,San Francisco
E1497,Amy Barnes,43,HR,114700,07/12/2023,20,Poor,Los Angeles
E1498,Ryan James,43,IT,32196,31/07/2019,36,Average,San Francisco
E1499,Drew Harris,47,Operations,110721,22/11/2023,16,Poor,New York
E1500,Linda Robinson,43,IT,57391,31/12/2024,6,Good,New York
E1501,Christina Myers,52,Marketing,69200,02/12/2017,29,Excellent,Chicago
E1502,Jonathan Davis,46,Sales,115792,07/01/2017,39,Average,Los Angeles
E1503,Shane Marshall,56,Finance,81381,20/03/2020,5,Excellent,San Francisco
E1504,Benjamin Green,25,Operations,86283,11/02/2020,25,Good,Chicago
E1505,Mrs. Donna Cooper,58,IT,42184,09/11/2015,3,Excellent,Houston
E1506,Andrew Barnes,29,HR,78634,13/02/2018,26,Excellent,San Francisco
E1507,Scott Simpson,42,Operations,103841,24/09/2023,8,Poor,New York
E1508,Linda Cunningham,34,Operations,37848,20/10/2015,11,Excellent,Los Angeles
E1509,Trevor Young,44,Marketing,31002,24/03/2024,14,Good,Houston
E1510,Stephanie Porter,54,Finance,84051,26/01/2022,36,Excellent,Chicago
E1511,Jessica Miller,34,Marketing,75692,28/10/2017,5,Good,Los Angeles
E1512,Taylor Gutierrez,36,Sales,83891,13/09/2016,35,Average,Chicago
E1513,Julie Kelly,23,IT,71121,20/09/2015,36,Excellent,Chicago
E1514,Lauren Vargas,48,HR,51259,13/03/2021,29,Poor,Chicago
E1515,David Johnson,53,Sales,74860,18/11/2023,31,Good,New York
E1516,Ann Erickson,35,HR,40658,23/03/2017,3,Poor,Chicago
E1517,Carrie Park,47,Marketing,48777,18/05/2022,11,Poor,New York
E1518,Megan King,28,HR,69715,01/11/2015,20,Poor,Chicago
E1519,Angela Payne,26,Marketing,108306,02/12/2017,19,Poor,Houston
E1520,Olivia Clarke,23,Sales,89520,13/01/2017,34,Average,San Francisco
E1521,Lisa Wells,26,Marketing,36443,12/05/2024,20,Poor,Chicago
E1522,Tracy Porter,33,Finance,61923,26/08/2020,18,Average,San Francisco
E1523,Emma Jordan,50,IT,52482,20/09/2021,3,Good,Chicago
E1524,Brianna Hernandez,56,IT,87102,01/06/2017,18,Excellent,New York
E1525,Katelyn Meyer,43,Finance,90626,06/09/2017,23,Average,Houston
E1526,David Carr,49,Finance,71080,20/09/2018,33,Good,San Francisco
E1527,Elizabeth Walker,30,HR,61761,20/10/2024,8,Excellent,Chicago
E1528,Trevor Heath,58,HR,81111,26/09/2022,3,Average,San Francisco
E1529,Amanda Hayes,31,Marketing,37773,10/02/2022,24,Average,New York
E1530,Larry Best,60,Sales,83341,22/02/2016,5,Poor,Chicago
E1531,Michelle Smith,23,Sales,89523,16/01/2017,18,Good,Houston
E1532,Mary Bailey,35,Operations,45808,03/02/2019,15,Good,Houston
E1533,Ashley Ballard,28,HR,116106,20/12/2021,23,Good,Los Angeles
E1534,Mark Perry,32,IT,90720,17/02/2018,5,Excellent,Houston
E1535,Kyle Deleon,37,IT,68980,16/07/2022,17,Average,New York
E1536,Geoffrey Gonzales,35,HR,117411,24/07/2022,17,Excellent,New York
E1537,Mark Jensen,44,HR,77809,14/08/2018,17,Poor,Houston
E1538,Kathy King,49,Finance,117223,07/12/2015,25,Average,Chicago
E1539,Cameron King,41,Operations,56989,15/12/2018,31,Excellent,Houston
E1540,Margaret Hall,53,Finance,103889,23/01/2023,37,Poor,New York
E1541,Angela Martinez,33,Sales,57266,01/06/2023,11,Excellent,Houston
E1542,Alicia Mccarty,22,Marketing,96120,30/12/2016,33,Poor,Los Angeles
E1543,Robin Walton,45,Marketing,32428,15/12/2021,4,Poor,New York
E1544,Patricia Brown,50,Sales,76569,26/01/2021,5,Good,Los Angeles
E1545,James Jones,42,IT,112429,06/03/2019,14,Poor,New York
E1546,Brandon Smith,47,HR,87217,06/08/2021,15,Good,New York
E1547,Jessica Obrien,53,HR,38606,13/11/2019,11,Excellent,Los Angeles
E1548,Gary Blackburn,48,IT,78784,22/02/2021,33,Good,New York
E1549,Jeffrey Blake,57,Operations,108882,14/06/2018,13,Average,San Francisco
E1550,Megan Larson,47,Marketing,99373,17/08/2016,8,Excellent,Houston
E1551,Kevin Contreras,58,Operations,107262,10/05/2020,39,Poor,Los Angeles
E1552,Rebecca Munoz,49,Finance,103081,18/12/2023,20,Average,Chicago
E1553,Erin Vance,29,IT,102324,08/05/2024,20,Excellent,Chicago
E1554,Stephanie Beck,52,Marketing,86562,02/09/2017,19,Good,Los Angeles
E1555,Vincent Murphy,44,Operations,45839,10/01/2021,33,Excellent,San Francisco
E1556,Sydney Terry,47,Marketing,48851,26/04/2020,1,Excellent,Houston
E1557,Walter Brown,57,Sales,100101,19/04/2019,39,Excellent,New York
E1558,Barbara Sanders,51,Marketing,55084,09/12/2023,9,Average,San Francisco
E1559,Rebecca Fitzpatrick,27,HR,118798,08/02/2018,11,Good,New York
E1560,Gabriel Thompson,29,Finance,119181,22/12/2020,13,Good,Chicago
E1561,Stanley Osborn,32,Operations,57072,14/02/2016,14,Excellent,Chicago
E1562,Tina Hansen,58,Operations,73626,06/12/2024,29,Good,San Francisco
E1563,Barbara Gibson,35,Operations,98171,20/06/2016,20,Average,New York
E1564,Michael Valdez,26,HR,71189,11/07/2016,35,Poor,New York
E1565,Deanna Perez,51,HR,84024,18/07/2023,16,Poor,Los Angeles
E1566,Heather Ortiz,23,Sales,117198,09/04/2023,32,Poor,New York
E1567,Jamie Olson,36,HR,104041,02/05/2023,39,Good,Chicago
E1568,Joseph Clark,34,IT,54533,22/04/2019,40,Poor,Los Angeles
E1569,Rhonda Holmes,55,IT,89532,21/01/2020,15,Average,New York
E1570,Melissa Perez,47,Sales,102613,31/01/2022,24,Excellent,San Francisco
E1571,Edward Davila,57,Finance,81318,12/08/2021,33,Good,Chicago
E1572,Suzanne Hernandez,54,Operations,119093,15/09/2018,1,Poor,Los Angeles
E1573,Melinda Evans,51,Marketing,56640,04/10/2022,25,Poor,New York
E1574,Chelsea Stone,23,HR,38891,14/12/2022,21,Good,Los Angeles
E1575,Michael Bennett,52,HR,101148,03/03/2022,30,Excellent,New York
E1576,Ricardo Hunt,36,Finance,47839,23/02/2023,20,Excellent,Los Angeles
E1577,Caleb Wood,23,Sales,43558,18/12/2016,13,Poor,Houston
E1578,Steven Booker,32,HR,54671,26/06/2019,9,Poor,Chicago
E1579,Jorge Reynolds,57,Marketing,62301,09/04/2020,10,Good,New York
E1580,Brianna Hickman,36,IT,62098,09/04/2016,18,Average,Los Angeles
E1581,Melissa Mcpherson,27,Sales,81983,03/08/2015,38,Poor,New York
E1582,Shannon Russell,44,Marketing,61339,17/07/2016,5,Average,Los Angeles
E1583,Marcus Avila,23,HR,72450,18/06/2016,1,Average,Chicago
E1584,Marissa Nelson,52,Finance,87427,29/12/2015,5,Good,New York
E1585,Michelle Williams,40,IT,62189,07/06/2023,26,Excellent,Chicago
E1586,Erin Anderson,35,Operations,44465,08/03/2022,12,Poor,San Francisco
E1587,Jill Bennett,55,HR,87614,27/09/2024,4,Good,Los Angeles
E1588,Douglas Ray,31,IT,63685,23/12/2023,4,Poor,San Francisco
E1589,Stephen Todd,39,HR,92091,11/12/2023,8,Average,Los Angeles
E1590,Maria Fernandez,59,Operations,96289,21/09/2023,16,Good,New York
E1591,Heather Navarro,43,Marketing,100202,25/09/2023,33,Average,Houston
E1592,Maurice Myers,30,HR,48686,29/11/2024,25,Excellent,Chicago
E1593,Michael Key,31,HR,111536,17/02/2023,31,Poor,San Francisco
E1594,Jacob Dixon,39,HR,48682,12/09/2020,34,Good,Houston
E1595,Kim Miller,27,Marketing,78006,11/10/2024,3,Excellent,San Francisco
E1596,Christina Mcdonald,35,IT,64427,31/01/2019,26,Excellent,Los Angeles
E1597,Joseph Ford,28,HR,106401,14/03/2021,13,Good,Los Angeles
E1598,Erica Santos,39,Marketing,48597,29/03/2022,18,Excellent,Houston
E1599,Lisa Anderson,41,Marketing,100352,16/05/2022,3,Good,Chicago
E1600,Clayton Love,56,Sales,68846,25/04/2015,4,Average,New York
E1601,Samuel Mccullough,50,Operations,117645,08/03/2024,13,Excellent,San Francisco
E1602,Jacob Love,37,Marketing,85128,17/12/2019,33,Poor,New York
E1603,Carolyn Mccullough,44,Marketing,104155,08/05/2022,23,Poor,Chicago
E1604,Christian Lopez,43,IT,80601,14/04/2021,22,Excellent,Los Angeles
E1605,Andrew Gray,28,Operations,82785,19/08/2018,14,Good,San Francisco
E1606,Robin Morris,56,HR,103185,19/02/2025,40,Good,Houston
E1607,Amanda Rowe,51,HR,87541,25/07/2020,14,Good,San Francisco
E1608,Kevin Morrow,23,Sales,52857,17/10/2019,35,Good,Los Angeles
E1609,Cynthia Stevens,55,HR,45624,22/06/2023,40,Poor,Los Angeles
E1610,Rachel Wong,34,Marketing,97185,17/04/2023,15,Poor,Houston
E1611,Lindsey Ray,39,Operations,116228,13/02/2023,19,Excellent,Chicago
E1612,Stephanie Alvarez,26,Finance,30772,09/01/2021,27,Excellent,New York
E1613,Danielle Wilkinson,53,IT,82465,06/02/2022,12,Average,Chicago
E1614,Mr. Mitchell Daniel,59,Sales,92791,01/06/2022,18,Excellent,Houston
E1615,William Lang,28,Operations,113613,13/06/2018,32,Poor,Los Angeles
E1616,Daniel Hayes,59,Finance,106787,18/10/2024,17,Excellent,Houston
E1617,Vincent Bell,40,Operations,116393,18/01/2025,38,Poor,San Francisco
E1618,Michael Evans,43,Operations,61194,14/03/2017,8,Average,San Francisco
E1619,Melody Burke,38,Sales,30845,10/04/2018,34,Excellent,New York
E1620,Jeffrey Hopkins,44,Operations,63901,29/10/2019,1,Good,Los Angeles
E1621,Jeffrey Johnson,51,Sales,72326,15/01/2019,37,Poor,Houston
E1622,Joanna Gallagher,60,Sales,55911,02/08/2018,16,Poor,New York
E1623,Ruth Ward,53,Operations,42297,07/04/2023,28,Excellent,Los Angeles
E1624,Todd Wilson,34,Operations,86144,06/04/2023,25,Excellent,New York
E1625,Heather Trujillo,37,IT,93057,21/08/2024,32,Excellent,Houston
E1626,Dominic Rivera,52,Marketing,103231,22/07/2016,31,Excellent,Chicago
E1627,Gary Greer,31,Marketing,33396,11/06/2021,19,Poor,Chicago
E1628,Michael Spears,58,Sales,67462,09/11/2024,37,Average,Houston
E1629,Lorraine Ramirez,60,IT,83343,23/03/2019,11,Excellent,New York
E1630,Tamara Washington,32,Operations,30553,08/08/2024,21,Excellent,Los Angeles
E1631,Paul Garcia,35,Finance,63677,02/12/2023,32,Average,Chicago
E1632,Michele Wilson,42,Finance,95405,06/01/2023,18,Average,San Francisco
E1633,Julie Gibson,24,Sales,111331,17/06/2018,6,Excellent,San Francisco
E1634,Dawn Rowland,36,Marketing,32708,15/09/2021,27,Good,Los Angeles
E1635,Phillip Shaffer,28,HR,112068,12/06/2023,36,Average,Houston
E1636,Isabel Castillo,48,HR,48282,07/11/2019,11,Excellent,Chicago
E1637,Christina Leonard,55,Marketing,105988,08/09/2017,40,Excellent,Los Angeles
E1638,Susan Anderson,47,HR,58757,11/01/2018,38,Good,San Francisco
E1639,Dana Bailey,59,Sales,110590,17/11/2017,5,Excellent,Chicago
E1640,Derek Blake,39,Operations,30057,10/08/2024,33,Excellent,San Francisco
E1641,Javier Johnson,51,Operations,50427,15/07/2023,15,Average,New York
E1642,Tyler Ward,24,Sales,78005,31/05/2022,6,Average,Houston
E1643,Dennis Brown,29,Marketing,99284,03/03/2021,18,Excellent,Los Angeles
E1644,Melissa Dean,42,HR,54811,28/10/2022,15,Good,Chicago
E1645,Claire Jones,35,Finance,86260,22/10/2024,29,Average,Los Angeles
E1646,Katie Mcgee,28,Operations,55812,17/01/2016,38,Good,Houston
E1647,Cynthia Myers,51,Sales,95776,10/10/2018,26,Excellent,San Francisco
E1648,Sarah Garcia,36,Marketing,50505,23/04/2020,34,Excellent,New York
E1649,Samuel Garrett,29,IT,103324,04/04/2016,34,Poor,Los Angeles
E1650,Molly Strickland,34,Marketing,115345,15/12/2015,32,Average,Houston
E1651,Amy Harris,37,Operations,116780,30/08/2019,15,Average,Chicago
E1652,Gregory Perry,33,Marketing,85641,20/10/2020,31,Good,Chicago
E1653,Stephanie Mccoy,51,IT,86726,30/08/2022,28,Poor,Chicago
E1654,Henry Smith,38,Operations,36804,20/03/2023,9,Average,Chicago
E1655,Beverly Olsen,42,Finance,35050,28/04/2020,9,Poor,Chicago
E1656,Elizabeth Hall,23,IT,70491,19/03/2017,11,Poor,New York
E1657,Paul Johnson,59,Marketing,97669,27/05/2022,38,Poor,Chicago
E1658,Steve Logan,55,Marketing,104492,27/06/2019,17,Average,San Francisco
E1659,Eric Alexander,29,HR,61104,19/11/2016,2,Good,San Francisco
E1660,Maria Velazquez,49,Finance,60507,04/03/2020,12,Good,Chicago
E1661,Dean Barton,42,HR,101286,19/07/2015,10,Average,Houston
E1662,Ashley Hernandez,47,Sales,69627,09/07/2020,17,Average,Chicago
E1663,Michael Phillips,41,Finance,36948,15/05/2017,2,Average,Houston
E1664,Claudia Barrett,22,Sales,44982,19/09/2020,1,Good,Los Angeles
E1665,Rachel Patterson,35,Sales,68740,30/09/2022,15,Poor,New York
E1666,Denise Bailey,28,Sales,91904,17/04/2018,22,Poor,Los Angeles
E1667,Elizabeth Taylor,29,Operations,34381,26/05/2020,33,Average,New York
E1668,Christine Morris,41,HR,62252,12/10/2022,30,Poor,San Francisco
E1669,Andrea Gross,22,Finance,103267,01/09/2016,7,Average,Los Angeles
E1670,Stacy Adams,44,Operations,111273,21/07/2017,16,Average,New York
E1671,John Scott,24,HR,75893,27/08/2017,5,Average,Chicago
E1672,Michael Williams,59,IT,45127,05/11/2018,22,Average,New York
E1673,Diane Watson,43,IT,92498,30/08/2023,7,Excellent,Chicago
E1674,Loretta Garcia,42,Operations,91183,25/02/2020,9,Good,San Francisco
E1675,Barbara Vasquez,31,Marketing,51414,12/06/2020,4,Excellent,Houston
E1676,Charles Jones,31,Finance,116243,22/02/2019,4,Good,Houston
E1677,Marie Thompson,24,Operations,96418,14/05/2024,27,Poor,Los Angeles
E1678,Daniel Pace,45,Operations,59387,16/04/2016,29,Average,Los Angeles
E1679,Austin Hawkins,45,Finance,97660,17/03/2017,38,Good,San Francisco
E1680,Troy Bell,41,Marketing,116284,24/06/2018,2,Good,San Francisco
E1681,Julia Miller,32,Marketing,74011,21/01/2019,33,Poor,Los Angeles
E1682,Taylor Thomas,31,Operations,84827,08/11/2022,2,Excellent,San Francisco
E1683,Beth Moody,58,Marketing,72337,10/05/2023,14,Excellent,Los Angeles
E1684,Eddie Coleman,24,Sales,32699,15/02/2019,31,Good,Houston
E1685,Jacob Moody,59,Finance,49134,26/02/2025,8,Excellent,Chicago
E1686,Jill Rodriguez,22,Operations,55426,14/07/2022,9,Good,Los Angeles
E1687,Kevin Stevenson,30,Marketing,71618,21/12/2024,18,Good,San Francisco
E1688,Karen Warren,31,Sales,36254,23/03/2016,16,Excellent,Chicago
E1689,Adrienne Johnson,35,Finance,53434,26/11/2024,1,Poor,New York
E1690,Mary Campos,45,IT,101958,06/05/2016,39,Excellent,San Francisco
E1691,Donna Gould,35,Finance,62798,06/03/2016,11,Good,Los Angeles
E1692,Tammy Carter,51,IT,45325,01/09/2022,24,Average,Los Angeles
E1693,Timothy Reed,30,Marketing,41194,14/12/2019,20,Good,Los Angeles
E1694,Kenneth Sparks,28,HR,70567,12/11/2021,2,Poor,Los Angeles
E1695,Jason Elliott,24,Marketing,109866,28/06/2024,32,Average,Los Angeles
E1696,Richard Payne,51,Sales,55980,05/05/2018,6,Poor,Chicago
E1697,Robert Brown,29,Finance,49630,07/04/2023,25,Poor,Chicago
E1698,Mrs. Emily Ritter MD,52,Operations,80578,25/03/2019,2,Good,New York
E1699,Joshua Sanchez,33,HR,44092,14/12/2016,2,Poor,Houston
E1700,Lindsey Miller,45,HR,90059,12/10/2019,7,Average,New York
E1701,Rebecca Nicholson,58,IT,55341,12/05/2015,30,Average,Houston
E1702,Nicole Flores,47,Operations,47357,07/11/2016,30,Excellent,San Francisco
E1703,Derek Olson,55,Sales,106592,07/06/2015,20,Poor,New York
E1704,Erin Brown,24,HR,76236,21/10/2022,30,Average,Houston
E1705,Amber Cunningham,42,Marketing,78530,23/07/2024,13,Good,Chicago
E1706,Gavin Cole,45,Operations,69541,14/05/2016,3,Excellent,San Francisco
E1707,Lisa Shaw,31,IT,32698,06/07/2017,26,Average,Houston
E1708,Laura Adkins,56,HR,42397,09/04/2020,37,Good,Houston
E1709,Darryl Bennett,49,HR,101812,26/05/2020,21,Good,Los Angeles
E1710,Christine Miller,37,Sales,69555,19/11/2017,38,Poor,New York
E1711,Daniel Miller,33,Marketing,54240,06/04/2015,24,Average,Chicago
E1712,Brittany Short,59,HR,54264,18/09/2015,12,Average,Houston
E1713,Lisa Jones,29,HR,116731,03/08/2018,9,Poor,Houston
E1714,Patrick Shaffer,44,IT,35732,17/05/2024,6,Good,Houston
